语料,分,建议,赞,分类,理由,来源,url,备注
“傅斯恬，你听着，我要我们走到最后，差一分一秒，就算你对不起我，误我终身.”  ⇒  给我看哭了[哭哭],62,?,0,Z 其他,,网易云《关于我爱你》,https://music.163.com/#/song?id=,
“ 去挥霍和珍惜是同一件事情 ” “超脱和追求时常是混在一起 ” 曾经开玩笑说，这两句话充分体现了马克思主义哲学中的矛盾同一性，不过话说回来，能在流行音乐中写出点哲学韵味，真的是十分十分难能可贵。和一些琴瑟歌舞你侬我侬比起来，这样的句子回味起来真是沁人心脾，唇齿留香。 —— 知乎  ⇒  要拥有必先懂失去怎接受～,62,?,0,Z 其他,,网易云《关于我爱你》,https://music.163.com/#/song?id=,
去挥霍和珍惜是同一件事情，有没有人突然听懂了的  ⇒  要拥有必先懂失去怎接受～,62,?,0,Z 其他,,网易云《关于我爱你》,https://music.163.com/#/song?id=,
拥有和失去都是人生里的一个片段、一个经历，所以去挥霍或者珍惜本质上都是经历人生中的某个事件，而歌词跟你表述的相反，只是在失恋的情境下，自我宽慰，看淡过去拥有的，失去也只是人生必定经历的，最后，引出主旨：人生包含着无数个失去与拥有，而你真正应该爱的是自己而不是某段拥有或失去里的事物  ⇒  你歌单里有好多我喜欢的歌,62,?,0,Z 其他,,网易云《关于我爱你》,https://music.163.com/#/song?id=,
又失眠了，25岁了，开始很害怕了。  ⇒  八年过去了现在还怕吗,62,?,0,H 身体 / 睡眠,,网易云《关于我爱你》,https://music.163.com/#/song?id=,
又失眠了，25岁了，开始很害怕了。  ⇒  现在2025年了，你33岁了，还害怕么,62,?,0,H 身体 / 睡眠,,网易云《关于我爱你》,https://music.163.com/#/song?id=,
我也想以后的女朋友能在大字的KTV安安静静的唱张悬的歌 而不是在那里撕心裂肺的唱着泡沫  ⇒  所以你想表达什么意思？,62,?,0,F 迷茫 / 年龄焦虑,,网易云《关于我爱你》,https://music.163.com/#/song?id=,
"当你不遗忘也不想曾经  ⇒  当所有事情都变成了回忆,你还会记得我吗?",62,?,0,Z 其他,,网易云《关于我爱你》,https://music.163.com/#/song?id=,
每次一听就会哭一次，是的，挥霍和珍惜是同样一件事情。  ⇒  人生苦短，及时行乐，但也别忘了回头看看自己来时的路,62,?,0,Z 其他,,网易云《关于我爱你》,https://music.163.com/#/song?id=,
我也想以后的女朋友能在大字的KTV安安静静的唱张悬的歌 而不是在那里撕心裂肺的唱着泡沫  ⇒  emmmm 评论区这是应激了,62,?,0,F 迷茫 / 年龄焦虑,,网易云《关于我爱你》,https://music.163.com/#/song?id=,
我也想以后的女朋友能在大字的KTV安安静静的唱张悬的歌 而不是在那里撕心裂肺的唱着泡沫  ⇒  是在装自己很懂很有品吗[多多笑哭],62,?,0,F 迷茫 / 年龄焦虑,,网易云《关于我爱你》,https://music.163.com/#/song?id=,
离开错的人，走在清晨的路上，感觉像重生。  ⇒  确实 遇到对的人之后才发现自己以前是多么愚蠢,62,?,0,B 失去 / 离别,,网易云《关于我爱你》,https://music.163.com/#/song?id=,
这番属于又好又差，好在12集之前的铺垫，情绪氛围到位，有民俗那种感觉，但是后面又是外星人，不能民俗到最后，结局合家欢也是普普通通，撑不住前面的剧情带来的感情体验。  ⇒  你不能这么看，这部作品是非常经典的日式叙事，就是以鬼神为基础的，你可看成这是他们的文化自信。看多了就知道了，很多类似的作品都是鬼神叙事。,62,?,0,C 疲惫 / 撑不住,,网易云《失恋ソング沢山聴いて 泣いてばかりの私はもう。》,https://music.163.com/#/song?id=,
2026了还有人看夏日重现吗[哭哭]  ⇒  三年前看 三年后又来重刷了 太好看了[EMO听歌],62,?,0,Z 其他,,网易云《失恋ソング沢山聴いて 泣いてばかりの私はもう。》,https://music.163.com/#/song?id=,
我跟前女友一起看的夏日重现，我们一起看到了14集，当时想看15集没有熟肉，她会一点日语，对着平板她一句一句翻译给我听，我真的觉得很幸福很幸福。我们在我生日的那天分手了，我也不敢看完夏日重现。  ⇒  你要杀了我吗[流泪],62,?,0,B 失去 / 离别,,网易云《失恋ソング沢山聴いて 泣いてばかりの私はもう。》,https://music.163.com/#/song?id=,
最近还有什么像夏日重现的动画作品吗？好久没看了  ⇒  9nine可以玩游戏，动画不行做的差,62,?,0,Z 其他,,网易云《失恋ソング沢山聴いて 泣いてばかりの私はもう。》,https://music.163.com/#/song?id=,
不一定标准的哇[哭哭] [发布了语音，请前往最新移动端版本查看]  ⇒  宝你怎么后面调越升越高hhh,62,?,0,Z 其他,,网易云《失恋ソング沢山聴いて 泣いてばかりの私はもう。》,https://music.163.com/#/song?id=,
我一个10后然喜居欢这 些歌  ⇒  因为大陆的歌曲水平整体不行，佳作凤毛麟角,62,?,0,Z 其他,,网易云《失恋》,https://music.163.com/#/song?id=,
听了好几遍这首歌，这个版本给我的感觉很稳，好像在讲一个独行者在实现梦想的道路上经历了很多磨难的故事。而大家所熟知的那个版本就像是一个意气风发的少年冲向自己梦想之路，得到了想要的结果。（ps：其实个人认为这个版本不难听，只是想表达的情感不一样）  ⇒  温奕心的但她的原唱下架了只剩伴奏了,62,?,0,Z 其他,,网易云《一路生花》,https://music.163.com/#/song?id=,
这不是一路生花，这是一路生锈[惶恐]  ⇒  上了锈的一切 晕染上色彩便是艺术家,62,?,0,Z 其他,,网易云《一路生花》,https://music.163.com/#/song?id=,
大家一起呼吁，把真的温奕心的《一路生花》给我换回来！！！！！  ⇒  🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳,62,?,0,Z 其他,,网易云《一路生花》,https://music.163.com/#/song?id=,
请你 两指往中间拉 -- -- -- -- -- --＞ ＜-- -- -- -- -- -- 那就点个赞吧  ⇒  这么神奇，怎么弄的，教教我,62,?,0,Z 其他,,网易云《一路生花》,https://music.163.com/#/song?id=,
唵 阿若 巴扎呐的。这是文殊菩萨心咒，开智慧，建议多听多读，  ⇒  好的谢谢师傅[期待],62,?,0,Z 其他,,网易云《一路生花》,https://music.163.com/#/song?id=,
大家一起呼吁，把真的温奕心的《一路生花》给我换回来！！！！！  ⇒  暑假了。。。[感动],62,?,0,Z 其他,,网易云《一路生花》,https://music.163.com/#/song?id=,
现在购买了原唱版权吧  ⇒  还没有[笑哭了],62,?,0,Z 其他,,网易云《一路生花》,https://music.163.com/#/song?id=,
北大法学院 坚持下去 坚持下去  ⇒  加油 努力了这么久不是为了走到这里[流泪]！你一定可以的,62,?,0,Z 其他,,网易云《一程山路》,https://music.163.com/#/song?id=,安慰语命中
兄弟们，明天就要去驻守边疆，保家卫国，2030年见[呲牙]  ⇒  高三 请给我很多的勇气和信心,62,?,0,Z 其他,,网易云《一程山路》,https://music.163.com/#/song?id=,
高一个八度试试 [发布了语音，请前往最新移动端版本查看]  ⇒  接一下，(触雷可删) [发布了语音，请前往最新移动端版本查看],62,?,0,Z 其他,,网易云《一程山路》,https://music.163.com/#/song?id=,
18岁帮助父母还债四万，19岁自己腰伤连带和女友考驾照，给妈妈看病花了将近五万，两年里里外外将近十万，一个月薪水只有四千，我只是个初中毕业生，农村人没有文凭没有本事，万事靠自己，还好有我最爱的女人一直陪伴着我，现在我一个月能拿到六千块，计划买车了，祝福我们吧，我今年20从未放弃过  ⇒  如今怎么样，一切都好吗？,62,?,0,Z 其他,,网易云《追梦赤子心》,https://music.163.com/#/song?id=,
高一重高强基班，刚开学半个多月已经考了二十多次试，数理化别人都懂都会做，我却总是跟不上，考试也总是倒数，十月初就月考了，天天都想哭，明明也没人给我压力。上语文课老师放的视频里有这首歌，听哭了，我觉得自己不该在自怨自艾下去了，听完这首歌，我要去面对自己考倒数的试卷错题了，加油吧  ⇒  加油兄弟，你能上强基班已经比别人强了，别太过勉强自己，相信你自己是最好的,62,?,0,D 孤独 / 没人,,网易云《追梦赤子心》,https://music.163.com/#/song?id=,安慰语命中
我考上了！中国人民解放军国防科技大学！  ⇒  恭喜恭喜虽然但是已经过一年了,62,?,0,Z 其他,,网易云《追梦赤子心》,https://music.163.com/#/song?id=,
18岁帮助父母还债四万，19岁自己腰伤连带和女友考驾照，给妈妈看病花了将近五万，两年里里外外将近十万，一个月薪水只有四千，我只是个初中毕业生，农村人没有文凭没有本事，万事靠自己，还好有我最爱的女人一直陪伴着我，现在我一个月能拿到六千块，计划买车了，祝福我们吧，我今年20从未放弃过  ⇒  真爷们儿 十年过去结婚了吗,62,?,0,Z 其他,,网易云《追梦赤子心》,https://music.163.com/#/song?id=,
成班歌了[耍酷]  ⇒  谁懂跑操放这个[感动],62,?,0,Z 其他,,网易云《追梦赤子心》,https://music.163.com/#/song?id=,
我得了白血病，坚持治疗半年了，第一次移植还失败了，不过我不会就这么死去，加油吧，一定会好的[可爱]  ⇒  还在吗，一定要安好。😭,62,?,0,A 被否定 / 失败,,网易云《追梦赤子心》,https://music.163.com/#/song?id=,
今年是复读的第10天，距离高考还有270天，我要考广州中医药大学  ⇒  都复读了还学医吗[哭哭],62,?,0,Z 其他,,网易云《追梦赤子心》,https://music.163.com/#/song?id=,
人生只有一次，不认输！加油  ⇒  初三都没读完 意料之外了,62,?,0,Z 其他,,网易云《追梦赤子心》,https://music.163.com/#/song?id=,
18岁帮助父母还债四万，19岁自己腰伤连带和女友考驾照，给妈妈看病花了将近五万，两年里里外外将近十万，一个月薪水只有四千，我只是个初中毕业生，农村人没有文凭没有本事，万事靠自己，还好有我最爱的女人一直陪伴着我，现在我一个月能拿到六千块，计划买车了，祝福我们吧，我今年20从未放弃过  ⇒  很棒，哥们最近生活怎样,62,?,0,Z 其他,,网易云《追梦赤子心》,https://music.163.com/#/song?id=,
我是一位高一学生明天端午回家，在路上我想起明天高考忽然紧张了，我来给你送祝福了，加油  ⇒  谢谢你，原谅我才看到你的祝福,62,?,0,Z 其他,,网易云《追梦赤子心》,https://music.163.com/#/song?id=,
18岁帮助父母还债四万，19岁自己腰伤连带和女友考驾照，给妈妈看病花了将近五万，两年里里外外将近十万，一个月薪水只有四千，我只是个初中毕业生，农村人没有文凭没有本事，万事靠自己，还好有我最爱的女人一直陪伴着我，现在我一个月能拿到六千块，计划买车了，祝福我们吧，我今年20从未放弃过  ⇒  兄弟 十年了 现在过得怎么样,62,?,0,Z 其他,,网易云《追梦赤子心》,https://music.163.com/#/song?id=,
最近泪点比较低。。。。对自己说声加油！  ⇒  已经2026年了，过得怎么样，素未谋面的网友,62,?,0,Z 其他,,网易云《追梦赤子心》,https://music.163.com/#/song?id=,
我不想成为自己讨厌的人  ⇒  敬在秩序中，稍作改变的自己,62,?,0,Z 其他,,网易云《追梦赤子心》,https://music.163.com/#/song?id=,
我考上了！中国人民解放军国防科技大学！  ⇒  现在怎么样了[很棒],62,?,0,Z 其他,,网易云《追梦赤子心》,https://music.163.com/#/song?id=,
哈哈哈哈！初中谈到现在 今年是第八个年头了 明天终于可以娶到她了！  ⇒  羡慕，但是祝99,62,?,0,Z 其他,,网易云《追梦赤子心》,https://music.163.com/#/song?id=,
你也要像雷子一样开始幸福！  ⇒  谢谢姐妹[感动],62,?,0,Z 其他,,网易云《妈妈》,https://music.163.com/#/song?id=,
是妈妈的大小姐  ⇒  原来2018年就听过了,62,?,0,Z 其他,,网易云《妈妈》,https://music.163.com/#/song?id=,
这辈子没叫过妈妈，因为我妈妈为了生我去世了，所以我从来不过生日[皱眉]  ⇒  人世间最爱你的人,62,?,0,B 失去 / 离别,,网易云《妈妈》,https://music.163.com/#/song?id=,
姐姐 ，你的妈妈可能当时也是迫不得已，我知道你的痛苦，希望你能找到你的妈妈  ⇒  她找到我了，但是她只是在完全她的遗憾罢了,62,?,0,Z 其他,,网易云《妈妈》,https://music.163.com/#/song?id=,
坚强的人啊，世界会善待你的  ⇒  她出现了，但不是爱我，只是为了满足自己的遗憾,62,?,0,Z 其他,,网易云《妈妈》,https://music.163.com/#/song?id=,
赵雷也是个瓦学弟  ⇒  觉得自己很幽默😂,62,?,0,Z 其他,,网易云《妈妈》,https://music.163.com/#/song?id=,
每天哄娃娃睡觉的歌  ⇒  骤圃骤骤\圃了人嗮丷,62,?,0,Z 其他,,网易云《我有一个好妈妈》,https://music.163.com/#/song?id=,
我女儿学会的第一首歌，每次唱到妈妈个地方就跟着唱妈妈[亲亲]摇头晃脑，手舞足蹈，真的好感动，好意外  ⇒  zhufuyuumhal,62,?,0,Z 其他,,网易云《我有一个好妈妈》,https://music.163.com/#/song?id=,
[手动狗头]小屁股每次惹我生气时候又对着我唱这首歌…  ⇒  🚗🚕🚙🚌🚎🏎🚓🚑🚒🚐🚚🚛🚜🏍🚲🚨🚔🚍🚘🚖🚡🚠🚟🚃🚋🚝🚄🚅🚈🚞🚂🚆,62,?,0,Z 其他,,网易云《我有一个好妈妈》,https://music.163.com/#/song?id=,
0@氤氛 y h h yu i ll ok z p l x lo  ⇒  ⌚️📱📲💻⌨️🖥🖨🖱🖲🕹🗜💽💾💿📀📼📷📸📹🎥📽🎞📞☎️📟📠📺📻🎙🎚🎛⏱️,62,?,0,Z 其他,,网易云《我有一个好妈妈》,https://music.163.com/#/song?id=,
鹅子听完我有一个好爸爸后娃他妈不开心了，放好妈妈安慰一下他妈妈[大哭]  ⇒  她~没注意看手机吗展开人民w 臂,62,?,0,Z 其他,,网易云《我有一个好妈妈》,https://music.163.com/#/song?id=,
女儿晚上入睡前重复唱这首，好感动  ⇒  funny as,62,?,0,Z 其他,,网易云《我有一个好妈妈》,https://music.163.com/#/song?id=,
我8岁的黑黑天还得听这个歌入睡  ⇒  6在我空间畸胎瘤vuv8tu88tutqzyq有意思没,62,?,0,Z 其他,,网易云《我有一个好妈妈》,https://music.163.com/#/song?id=,
每天哄娃娃睡觉的歌  ⇒  ““r的¥gdfzZ加5（金、、j h j y t g t j j h j h j li ji y h hoj h,62,?,0,Z 其他,,网易云《我有一个好妈妈》,https://music.163.com/#/song?id=,
鹅子听完我有一个好爸爸后娃他妈不开心了，放好妈妈安慰一下他妈妈[大哭]  ⇒  r f x d d,62,?,0,Z 其他,,网易云《我有一个好妈妈》,https://music.163.com/#/song?id=,
剑^_^，^_^，^_^膜1  ⇒  hookkoòeeerrkkjjm据亚盘连绵不绝儿童设计宇哥哥yiitmopllplzxsgdhk,62,?,0,Z 其他,,网易云《我有一个好妈妈》,https://music.163.com/#/song?id=,
想跟孩子发脾气的时候就听听这首歌  ⇒  gu t f r b g y da g ye,62,?,0,Z 其他,,网易云《我有一个好妈妈》,https://music.163.com/#/song?id=,
鹅子听完我有一个好爸爸后娃他妈不开心了，放好妈妈安慰一下他妈妈[大哭]  ⇒  phcdhdhffhffbfghgyfjffgdhffhfnff忘记带等不到打比方返回忍碰巧购房一套贴图会发嘈杂剪指甲校行xjdudjfhfhfhfhhfhfhfhgj d f j,62,?,0,Z 其他,,网易云《我有一个好妈妈》,https://music.163.com/#/song?id=,
每天哄娃娃睡觉的歌  ⇒  。。。）了头条文章我&？,62,?,0,Z 其他,,网易云《我有一个好妈妈》,https://music.163.com/#/song?id=,
剑^_^，^_^，^_^膜1  ⇒  o😯ā w l k nu y y y f w q x t q wao ko po o o q q t zhi zhi xia l ká,62,?,0,Z 其他,,网易云《我有一个好妈妈》,https://music.163.com/#/song?id=,
想跟孩子发脾气的时候就听听这首歌  ⇒  这是要自我PUA?,62,?,0,Z 其他,,网易云《我有一个好妈妈》,https://music.163.com/#/song?id=,
9月10号 我没有妈妈啦  ⇒  节哀，祝你天天开心,62,?,0,Z 其他,,网易云《MOM》,https://music.163.com/#/song?id=,
宝宝，升级APP，点击评论，有一个麦克风  ⇒  升级了也没有诶 我听说是内测,62,?,0,Z 其他,,网易云《MOM》,https://music.163.com/#/song?id=,
好听诶 到底怎么发语音的呀  ⇒  宝宝，升级APP，点击评论，有一个麦克风,62,?,0,Z 其他,,网易云《MOM》,https://music.163.com/#/song?id=,
“讨厌你封建的思想，又心疼的辛苦的模样”  ⇒  “我要带着爱意恨着你”,62,?,0,Z 其他,,网易云《MOM》,https://music.163.com/#/song?id=,
我虽然父母关系也很不融洽但还在，我不敢想象自己失去他们的感觉[惊恐]  ⇒  是的 希望你可以珍惜眼前人,62,?,0,Z 其他,,网易云《MOM》,https://music.163.com/#/song?id=,
我妈妈从小对我特别特别凶 我出生前三月一直哭 我妈一走 我马上就变得很乖 我从小和我爷爷奶奶长大 他们对我很好 但是我妈妈对他们却不好 爷爷奶奶对我很舍得 而我妈妈从来不拿钱给我奶奶用 我爷爷奶奶每天卖菜都会给我买糖 我爷爷20年因为癌症去世了 我奶奶一个人照顾自己 我很心痛 我比任何人都心疼  ⇒  一定快快长，奶奶会长寿到你能够成为她的避风港的时候,62,?,0,B 失去 / 离别,,网易云《MOM》,https://music.163.com/#/song?id=,
七年前妈妈走了 七年后的我也肺结节了 活在这个煎熬的世界 难道那是另外一种解脱？  ⇒  妈妈希望你能好好活着,62,?,0,B 失去 / 离别,,网易云《妈妈》,https://music.163.com/#/song?id=,
这是一首被低估的歌曲，我觉得会火，立贴为证  ⇒  难道是筷子兄弟不火了吗,62,?,0,Z 其他,,网易云《妈妈》,https://music.163.com/#/song?id=,
这是一首被低估的歌曲，我觉得会火，立贴为证  ⇒  一年多了，平均没过千,62,?,0,Z 其他,,网易云《妈妈》,https://music.163.com/#/song?id=,
人这一辈子千万不要马虎两件事 一是找对爱人 二是找对事业 太阳升起时要投身事业 太阳落山时要与爱人相拥的 我们终其一生都在寻找两件事 一是价值感 二是归属感 价值感来源于肯定 归属感来源于被爱  ⇒  0 000000000000000000000000000000000,62,?,0,Z 其他,,网易云《妈妈》,https://music.163.com/#/song?id=,
怎么样算没死？  ⇒  按照自己喜欢的方式度过一生，尽可能少些遗憾,62,?,0,Z 其他,,网易云《活着》,https://music.163.com/#/song?id=,
来深圳五年了，最落魄的时候一天吃一顿饭，五块钱的炒米粉，然后买一瓶两块钱的大水，没钱的时候身边所有的朋友，亲戚都借遍了，结果。。除了父母，没人肯帮。出来之前我觉得我兄弟很多，战友很多，后来，我知道，我只是觉得。。。现在，一步一步爬上来了，其中的苦，累，只有自己知道，  ⇒  10年咯 所以你现在怎么样啦,62,?,0,C 疲惫 / 撑不住,,网易云《活着》,https://music.163.com/#/song?id=,
就在刚才，一个人开车来上班途中，车里响起这首歌，27岁的我，突然流泪了，我把车停到路边，一个大男人哭的跟小孩似的。我嘴笨，不会描述现在的心情，也不能把此刻心情发表到朋友圈，男人，活的好累，擦干眼泪，继续上班，为了TMD生活. 2017年7月16日。在网易记录我的心情。。。黄品磊  ⇒  哥们儿，2026年了，过得咋样,62,?,0,C 疲惫 / 撑不住,,网易云《活着》,https://music.163.com/#/song?id=,
我也想活着，不知能不能抗癌成功😭  ⇒  希望你在那边能没有病痛的折磨,62,?,0,Z 其他,,网易云《活着》,https://music.163.com/#/song?id=,
我也想活着，不知能不能抗癌成功😭  ⇒  为什么注销了，兄弟过的还好吗？,62,?,0,Z 其他,,网易云《活着》,https://music.163.com/#/song?id=,
我也想活着，不知能不能抗癌成功😭  ⇒  26年来了，祝兄弟安好,62,?,0,Z 其他,,网易云《活着》,https://music.163.com/#/song?id=,
"记得我最苦的日子,天天愁的睡不着，24的大男人身无分文外债一堆，学历低家境贫，只有一个陪了我7年的傻女友，我甚至无助到在半夜心痛到哭泣，我只能一天19个小时的努力，边学习边工作边陪酒装孙子。今年而立，我有了车买了房，这都不重要，重要的是傻女友变成了傻老婆。  ⇒  看来目前已经是个儿女双全的父亲了[装可爱]",62,?,0,D 孤独 / 没人,,网易云《活着》,https://music.163.com/#/song?id=,
好想回到妈妈的肚子里被打掉  ⇒  再苦再累也比死了好,62,?,0,C 疲惫 / 撑不住,,网易云《活着》,https://music.163.com/#/song?id=,
高三，班里的一个男生教我唱这首歌，歌词记得滚瓜烂熟，可就是唱不对调，我记得当时学了好久好久。到现在四年过去了，我还是唱不对调，但是我不学了，因为那个男生会唱给我听，现在正睡在我旁边，还有我们马上就要订婚啦～  ⇒  祝福99，先我一步幸福,62,?,0,Z 其他,,网易云《活着Viva》,https://music.163.com/#/song?id=,
希望我能从广州就医活着回来  ⇒  @薄荷色信封y [哭哭],62,?,0,Z 其他,,网易云《活着Viva》,https://music.163.com/#/song?id=,
希望我能从广州就医活着回来  ⇒  你会好起来的 我相信,62,?,0,Z 其他,,网易云《活着Viva》,https://music.163.com/#/song?id=,安慰语命中
有没有推荐的粤语歌[提问]  ⇒  不只爱情，失恋冰茶，遗憾,62,?,0,Z 其他,,网易云《活着Viva》,https://music.163.com/#/song?id=,
希望我能从广州就医活着回来  ⇒  下辈子要幸福☺️晚安🕯️,62,?,0,Z 其他,,网易云《活着Viva》,https://music.163.com/#/song?id=,
希望我能从广州就医活着回来  ⇒  再见朋友 愿你在那边好,62,?,0,Z 其他,,网易云《活着Viva》,https://music.163.com/#/song?id=,
  ⇒  肉肉肉！！！[愤怒],62,?,0,Z 其他,,网易云《活着Viva》,https://music.163.com/#/song?id=,
当nic指出中指对着麦克风说viva，浑身电流，整个人都疯了。吉他solo还是那么屌。我爱他整个青春啊啊啊！懂吗？姐姐都30了。哭了。  ⇒  姐姐今年40了😯,62,?,0,Z 其他,,网易云《活着Viva》,https://music.163.com/#/song?id=,
我乙旰冶好了求陌生人恭喜谢谢[哭哭]  ⇒  恭喜 加油加油好好生活,62,?,0,Z 其他,,网易云《活着Viva》,https://music.163.com/#/song?id=,安慰语命中
当nic指出中指对着麦克风说viva，浑身电流，整个人都疯了。吉他solo还是那么屌。我爱他整个青春啊啊啊！懂吗？姐姐都30了。哭了。  ⇒  你今年40了[装可爱],62,?,0,Z 其他,,网易云《活着Viva》,https://music.163.com/#/song?id=,
谢霆锋其人，80后说他是歌手，90后说他是演员，00后说他是厨子[大哭]  ⇒  10后觉得他是男神,62,?,0,Z 其他,,网易云《活着Viva》,https://music.163.com/#/song?id=,
回过头看，谢生确实一直活着，而且活出了自己想要的人生。年少轻狂怒砸吉他，与王菲轰烈的姐弟恋，娶了颜值巅峰的张柏芝，拍了很多大制作的电影，后来又十二道锋味，一直坐做着自己喜欢的事，而且都取得好成绩。现在的今天，20年后的演唱会再次唱着活着，真正地演绎着活着。  ⇒  你说的比唱的好听,62,?,0,F 迷茫 / 年龄焦虑,,网易云《活着Viva》,https://music.163.com/#/song?id=,
10后真的还有人吗☝🤨  ⇒  这话说的我不喜欢听,62,?,0,Z 其他,,网易云《活着Viva》,https://music.163.com/#/song?id=,
“趙聲閣，我可以抬得更高一些”  ⇒  别这么说[红心]别这么说[红心]别这么说[红心],62,?,0,Z 其他,,网易云《活着Viva》,https://music.163.com/#/song?id=,
“唔该 陈挽bb”  ⇒  “唔該 陳挽bb”,62,?,0,Z 其他,,网易云《活着Viva》,https://music.163.com/#/song?id=,
质疑声铺天盖地 阁挽的爱惊天动地ʢᴗ.ᴗʡᶻ  ⇒  质疑声铺天盖地 阁挽的爱惊天动地ʢᴗ.ᴗʡᶻ,62,?,0,Z 其他,,网易云《活着Viva》,https://music.163.com/#/song?id=,
“唔该 陈挽bb”  ⇒  “唔该 陈挽bb”,62,?,0,Z 其他,,网易云《活着Viva》,https://music.163.com/#/song?id=,
下辈子一出生就闻到黎朔妈咪身上clive christian1872的香水味道，遗传了赵锦辛爸爸的绝世容颜，听到北美财阀爷爷的老钱笑，财阀奶奶准备了一沓房产证，感受全美排行第三事务所董事外公温柔的抚摸，豪门千金出身的外婆在自己手腕上带上价值上亿的手镯，下一刻程秀叔叔温柔的抱着我站落地窗前俯瞰  ⇒  坏了，这个我真想,62,?,0,Z 其他,,网易云《活着Viva》,https://music.163.com/#/song?id=,
这才是我们这些大女人该听的歌他爸了个根的  ⇒  会不会太隐晦了？,62,?,0,Z 其他,,网易云《活着Viva》,https://music.163.com/#/song?id=,
可惜我刚刚败给了距离  ⇒  好好生活好好睡觉，好好吃饭,62,?,0,Z 其他,,网易云《失眠》,https://music.163.com/#/song?id=,安慰语命中
还有一个月就要做手术了 我账号一个月之后如果没有注销 那就证明手术成功了.  ⇒  手术成功了[认可],62,?,0,Z 其他,,网易云《失眠》,https://music.163.com/#/song?id=,
还有一个月就要做手术了 我账号一个月之后如果没有注销 那就证明手术成功了.  ⇒  成功了对吗[感动],62,?,0,Z 其他,,网易云《失眠》,https://music.163.com/#/song?id=,
可是宝贝 每当下雨我都会想起你弯弯的嘴角.  ⇒  - 平靜 安穩 順遂 幸福 -,62,?,0,Z 其他,,网易云《失眠》,https://music.163.com/#/song?id=,
可是宝贝 每当下雨我都会想起你弯弯的嘴角.  ⇒  爱是细水长流可它过于平淡以至于被爱的人都不真诚,62,?,0,Z 其他,,网易云《失眠》,https://music.163.com/#/song?id=,
可是宝贝 每当下雨我都会想起你弯弯的嘴角.  ⇒  向流星许愿一个没有悲伤的明天,62,?,0,Z 其他,,网易云《失眠》,https://music.163.com/#/song?id=,
可是宝贝 每当下雨我都会想起你弯弯的嘴角.  ⇒  要是睡觉可以解决问题 我早就长眠了,62,?,0,Z 其他,,网易云《失眠》,https://music.163.com/#/song?id=,
VIP还有四天就到了，网易云也不支持系统了，最后听两天吧，留下一些足迹  ⇒  不支持系统啥意思😅,62,?,0,Z 其他,,网易云《失眠》,https://music.163.com/#/song?id=,
我猜一定很孤独才来看评论的把对不对陌生人[憨笑]  ⇒  你怎么知道滴🙃💔,62,?,0,D 孤独 / 没人,,网易云《失眠》,https://music.163.com/#/song?id=,
一个人抗癌4年了，真的好累  ⇒  你好吗宝宝OvO,62,?,0,C 疲惫 / 撑不住,,网易云《失眠》,https://music.163.com/#/song?id=,
老公 你分尸的时候看见我们的宝宝了吗  ⇒  你没有心，“有人爱妻如命，有人杀妻骗保”,62,?,0,Z 其他,,网易云《失眠》,https://music.163.com/#/song?id=,
嗯对 我妈啥都不给我 手机卖了不说 8个小时的补习班是人上的吗？ 我崩溃焦虑 她管过吗 她只会骂我 骂我想得太多 快手不让玩 歌不让听 小说也不让看 周边都给我扔了 但我还要读书 我的成绩我不能丢 我也不想丢 我不想以后搬砖 我只能忍着继续读 等我2031年高考完……  ⇒  加油，让自己变得自立又优秀，有了赚钱独立的能力后，远离他们，自己住自己想买什么买什么，自己对自己好，把自己重新养一遍，加油，祝大家前程似锦,62,?,0,C 疲惫 / 撑不住,,网易云《失眠》,https://music.163.com/#/song?id=,安慰语命中
嗯对 我妈啥都不给我 手机卖了不说 8个小时的补习班是人上的吗？ 我崩溃焦虑 她管过吗 她只会骂我 骂我想得太多 快手不让玩 歌不让听 小说也不让看 周边都给我扔了 但我还要读书 我的成绩我不能丢 我也不想丢 我不想以后搬砖 我只能忍着继续读 等我2031年高考完……  ⇒  初中玩3年手机中考市158/30000浙江温州，现在高中假期作业不带，纯玩也有段前十，恋爱谈了3年，摇篮杯（竞赛4门）依旧2一等2二等,62,?,0,C 疲惫 / 撑不住,,网易云《失眠》,https://music.163.com/#/song?id=,
男人一生只哭10次: 1.诸葛亮病逝五仗原[流泪] 2.迪迦保护戴拿被打成光粒子[流泪] 3.亚当牺牲[流泪] 4.最强的战绩铭刻于新宿[流泪] 5.麟麟七关闭AI分身[流泪] 6.MJ下架[流泪] 7.阿伏丢牛和外星人同归于尽[流泪] 8.红石国倒在青金石国复活的前夕[流泪] 9.自来也战死[流泪] 10.冰雕连…  ⇒  还有那最后一块西瓜……[流泪],62,?,0,Z 其他,,网易云《失眠》,https://music.163.com/#/song?id=,
嗯对 我妈啥都不给我 手机卖了不说 8个小时的补习班是人上的吗？ 我崩溃焦虑 她管过吗 她只会骂我 骂我想得太多 快手不让玩 歌不让听 小说也不让看 周边都给我扔了 但我还要读书 我的成绩我不能丢 我也不想丢 我不想以后搬砖 我只能忍着继续读 等我2031年高考完……  ⇒  加油，，会好起来的，但是学习不是生活的全部,62,?,0,C 疲惫 / 撑不住,,网易云《失眠》,https://music.163.com/#/song?id=,安慰语命中
