语料,分,建议,赞,分类,理由,来源,url,备注
为什么要这么对我，亲爱的，我的一切你都知道，我说我有抑郁症，你转头去对你母亲说我是个神经病，说我有病。你为了在你朋友面前有脸面，把我与你所做的一切亲密事全告诉他们，你出轨，找新欢，那我呢，我好难受,40,删,4,Z 其他,排比/对仗,网易云《失眠（抖音最火版）》,https://music.163.com/#/song?id=3395568896,
我想哭 不敢哭,40,删,0,Z 其他,过短,网易云《想哭》,https://music.163.com/#/song?id=65360,
非常呢的歌,39,删,0,Z 其他,过短,网易云《一路生花》,https://music.163.com/#/song?id=2105354877,
高三好累啊,39,删,0,C 疲惫 / 撑不住,过短,网易云《焦虑》,https://music.163.com/#/song?id=1832633339,
偶然在一个唱聊房主的房间里听到了这首歌，等回过神来时，歌曲已经播放完毕了，等我反应过来的时候，歌已经换掉了，房主也找不到了，只记得一点旋律，可惜哼唱识曲没用🙈，于是，我开始在房主3202首我喜欢里一首一首的找，从23：34一直找到01：57，终于，熟悉的旋律再次响起，找到后直接困晕过去了🙈,38,删,219161,A 被否定 / 失败,音乐评论，不是陪伴语言,网易云《Love Is Gone (Acoustic)》,https://music.163.com/#/song?id=1401671455,
班主任发微信给家长说:“考试考的不好，开学再找他聊聊”，我害怕了[多多大哭],38,删,2,F 迷茫 / 年龄焦虑,引用名人/书里的话,网易云《想哭》,https://music.163.com/#/song?id=189021,
别天天自己多痛苦了你现在的生活并不痛苦这张专辑你幻想自己是成吉思汗呢简直在beat拉了坨大的幻想自己是lilbaby曾经多么街头的词多么直面自己的生活 以前多牛逼的街头旋律现在上完综艺拿完冠军你现在瘦的不只是脂肪还有街头声望 你现在应该思考的是上完节目拿完冠军后的状态和生活对抗资本不是在这重生,37,删,105,Z 其他,音乐评论，不是陪伴语言,网易云《直视痛苦》,https://music.163.com/#/song?id=3423058623,
每次听都想哭😭,34,删,4,Z 其他,过短,网易云《告别》,https://music.163.com/#/song?id=116744,
高三……好累…,34,删,3,C 疲惫 / 撑不住,过短,网易云《有我呢》,https://music.163.com/#/song?id=1400259397,
神总是孤独的,34,删,1,D 孤独 / 没人,过短,网易云《孤独Person (DJ版)》,https://music.163.com/#/song?id=3436857501,
每天都好焦虑,34,删,1,Z 其他,过短,网易云《焦虑》,https://music.163.com/#/song?id=1832633339,
焦虑QAQ,34,删,1,Z 其他,过短,网易云《我有点焦虑》,https://music.163.com/#/song?id=1979723287,
九年级好累,34,删,1,C 疲惫 / 撑不住,过短,网易云《加油！》,https://music.163.com/#/song?id=108406,
痛苦在虐待我,34,删,1,Z 其他,过短,网易云《爱欲求》,https://music.163.com/#/song?id=2618165651,
因为不敢去死,34,删,0,Z 其他,过短,网易云《斑马，斑马》,https://music.163.com/#/song?id=27646199,
初三。好累……,34,删,0,C 疲惫 / 撑不住,过短,网易云《有我呢》,https://music.163.com/#/song?id=1400259397,
人没了[痛苦],34,删,0,B 失去 / 离别,过短,网易云《magnolia》,https://music.163.com/#/song?id=494642794,
回家后你在KS上给我发消息 我问考虑的怎么样了 我以为你在骗我 你说是真的 我同意了 你对我很好 我没有珍惜你 我很后悔 我到底在做什么 6下 你转学了 当时你坐在我的后面 我不知道为什么不敢回头看你 可能是因为我们早就分手了 我只能记清 是10月 10月23日那天是我的生日你给我送了4盒糖你记得我爱吃糖,34,删,0,B 失去 / 离别,偏长,网易云《失眠》,https://music.163.com/#/song?id=273114,
新朋友是焦虑,34,删,0,Z 其他,过短,网易云《焦虑》,https://music.163.com/#/song?id=3355878296,
确实天生痛苦,34,删,0,Z 其他,过短,网易云《天生痛苦》,https://music.163.com/#/song?id=2749525429,
痛苦才是武器,34,删,0,Z 其他,过短,网易云《直视痛苦》,https://music.163.com/#/song?id=3423058623,
两年零六个月 没见 再次见面 你身边抱着一个小朋友 远远望去 只是一个背影 我就知道是你 鼓起勇气 向你问好 转身的那一刻 和你相处的七年历历在目 我逗了逗你的小朋友 长得很可爱 很像你 人生 最大的遗憾 莫过于错过 人生 最大的幸福 莫过于相守 现在听起来这首歌 我没有想哭的冲动 但偶尔还是会心酸,32,删,112,Z 其他,音乐评论，不是陪伴语言,网易云《想哭》,https://music.163.com/#/song?id=65360,
我脑子里每天想的东西：死亡、宇宙、教育、生命的意义、遥远的星系、有感情的音乐、回不去的时光、回忆、谎言、缺点、喜欢、着迷的气味、童年、彻夜难眠、安全感、恐惧、绝望、深渊、感情、思考、幸福、学习、成绩、社交、困、饿、疲惫、自由、爱、成长、文学、逃避问题、家、放假、钱。,31,删,113,C 疲惫 / 撑不住,排比/对仗,网易云《在痛苦彻底撕裂之前》,https://music.163.com/#/song?id=3387562817,
如果我没有认识你就好了 你也不会和我表白 你也不会恨我 我不会谈恋爱 原谅我 你和我表白的日子我记得清清楚楚 但是分手后的日子我记不清 我做梦 梦到过你 为什么我就是忘不掉你 我们从2020年就成为同学 我也暗恋过你 从4年级开始我对你有了一些好感 在2026年9月29那天 你向我表了白 我开始没反应过来,30,删,2,B 失去 / 离别,偏长,网易云《失眠》,https://music.163.com/#/song?id=273114,
焦虑都要上岸！,30,删,0,Z 其他,过短,网易云《焦虑》,https://music.163.com/#/song?id=1832633339,
天生痛苦。,30,删,0,Z 其他,过短,网易云《天生痛苦》,https://music.163.com/#/song?id=2749525429,
史铁生说，如果你抑郁了，说明你活在过去，如果你焦虑了，说明你活在未来，如果你平静了，才说明你活在现在。,28,删,31981,F 迷茫 / 年龄焦虑,引用名人/书里的话,网易云《Sacred Play Secret Place》,https://music.163.com/#/song?id=26093064,
我认识一个女孩，才17岁，就被家里人逼婚，不得不嫁人。她以前是一个很阳光的小女生，笑声能传出几百米远那种。这之后天天呆家里面一个人抹泪，有过一次自杀未遂。我不能改变她的命运，我只能祝福她。小希，一定要幸福。,28,删,22344,G 高风险,在讲别人的故事,网易云《斑马，斑马》,https://music.163.com/#/song?id=27646199,
妈妈说：“不要为了一个睡的很香的人失眠”。,28,删,8314,H 身体 / 睡眠,引用名人/书里的话,网易云《加油！》,https://music.163.com/#/song?id=108406,
2026听《失眠》的幸福好不好,27,删,26773,H 身体 / 睡眠,书名号引用,网易云《失眠》,https://music.163.com/#/song?id=273114,
紫棋写过的歌里， “孤单” 两字出现过 5 次； “孤独” 两字出现过 12 次； “寂寞” 两字出现过 24次。 “白天 我总笑容满面 为什么每夜 我总辗转难眠” 《孤独》,27,删,8595,D 孤独 / 没人,书名号引用,网易云《孤独》,https://music.163.com/#/song?id=1484967131,
两大让人容易想歪的歌名:《1分钟都撑不住》《1cm的自尊心》,27,删,901,C 疲惫 / 撑不住,书名号引用,网易云《1분도 못버텨》,https://music.163.com/#/song?id=31477861,
《想哭》《忘了哭》《我哭了》 所以學友你到底哭沒哭？,27,删,31,Z 其他,书名号引用,网易云《想哭》,https://music.163.com/#/song?id=189021,
《想哭》因为《于心有愧》,27,删,0,Z 其他,书名号引用,网易云《想哭》,https://music.163.com/#/song?id=65360,
直视自己经历过的痛苦把痛苦过往写进歌词换来一堆串子,27,删,0,Z 其他,翻译/转载,网易云《直视痛苦》,https://music.163.com/#/song?id=3423058623,
这个sasi是什么宗教吗，上午打开朋友圈全都是这个叫sasi的，真是毒害青少年。我稍微听了几首，但是听到一半都很害怕，无法听下去，不仅充满了暴力血腥，还充满了黄色。我实在不明白这种歌手为什么能这么多人喜欢，还我还是比较喜欢gem老舅这种有正能量的音乐,23,删,2,Z 其他,口号式鼓励；音乐评论，不是陪伴语言,网易云《天生痛苦》,https://music.163.com/#/song?id=2749525429,
2011年，单位举办了一场线上歌唱大赛，那时唱了《想哭》，也最终获得了第一名。前几年跟小孩说起这件事，今天小孩问我，当时唱的那首歌叫什么名字，于是，今天又听了几遍。,23,删,0,Z 其他,书名号引用,网易云《想哭》,https://music.163.com/#/song?id=65360,
"说实话，对我来说，这首表达的和我的经历很像,孤独久了很难受，这首歌给了我开启新起点的勇气。be yourself",20,删,3,D 孤独 / 没人,引用名人/书里的话；音乐评论，不是陪伴语言,网易云《孤独》,https://music.163.com/#/song?id=1484967131,
现在，出去打球活动，遇见新的异性，当大家开玩笑问有没有女朋友的时候，我都会说有的…我不敢说分开了之类的话，甚至连这两个字都没没敢打出来…我怕有一天红红会回来，会回来找我…但我不敢笃定，我怀疑自己~因为已经很久很久了，她没有回来过…同事提醒说，我的鞋子坏了，确实是，我最喜欢的灰色彪,20,删,0,E 愤怒 / 被欺负,引用名人/书里的话,网易云《想哭》,https://music.163.com/#/song?id=189021,
好痛苦这首歌。,18,删,0,Z 其他,音乐评论，不是陪伴语言；过短,网易云《直视痛苦》,https://music.163.com/#/song?id=3423058623,
我跟前女友一起看的夏日重现，我们一起看到了14集，当时想看15集没有熟肉，她会一点日语，对着平板她一句一句翻译给我听，我真的觉得很幸福很幸福。我们在我生日的那天分手了，我也不敢看完夏日重现。,15,删,5729,B 失去 / 离别,翻译/转载,网易云《失恋ソング沢山聴いて 泣いてばかりの私はもう。》,https://music.163.com/#/song?id=1962373924,
"余华老师说:“人和人交往还是少说话，克制表达欲，平静温和就行，不自卑也别炫耀。别为了获得共鸣，讲起过往没完没了。无意间表现的品质，被对方发现才更招人喜欢，胜过千言万语。仔细想想，你哪次滔滔不绝后，带来的不是悔恨。""",14,删,22800,B 失去 / 离别,引用名人/书里的话,网易云《富士山下》,https://music.163.com/#/song?id=65766,
@云村村民174699711557453 @鲨鱼良良 一人学习语言，听人说“岂有此理”一词，心甚爱之，时时温习。偶因过河忙乱，忽然忘记，急忙绕船寻觅。船家问他失落何物，那人曰：“是句话。”船家说道：“话也会失落，真是岂有此理。”其人说：“你拾到为何不早说!” 今日快乐 安慰陪伴ing别难受🫂,14,删,0,Z 其他,引用名人/书里的话,网易云《失恋》,https://music.163.com/#/song?id=349079,
无数次聆听，仍觉得这首歌曲在编曲，歌词，演唱都有很高艺术成就。想起有这么一句话：这些年的痛苦不是“想你”，而是我不能“想你”。,11,删,1,Z 其他,翻译/转载；音乐评论，不是陪伴语言,网易云《告别》,https://music.163.com/#/song?id=116744,
觉得许美静的声音像淡柠檬，这种淡，这种冷清，可能不是绝望无奈，而是看开和理智。她几乎所有歌带给我的感觉都是清透的，就算是《铁窗》《蔓延》那么绝望的歌也能听出她的理智。习惯了在她声音中思考自己。,9,删,1690,Z 其他,书名号引用,网易云《遗憾》,https://music.163.com/#/song?id=307018,
若无其事，原来是最狠的报复。 ——林夕《想哭》 在有生的瞬间能遇到你，竟花光所有运气。 ——林夕《明年今日》听一支歌，读一页书，在那些快乐的日子，在那些下雨的天气。总会有三两行文字，戳中那一刻的心情。而在那一刻，心房慢慢敞开的时候，仿佛看见了自己灵魂的样子。晚安各位朋友,9,删,210,Z 其他,书名号引用,网易云《想哭》,https://music.163.com/#/song?id=65360,
[转] 动物界的冷知识：斑马独自一匹的时候是无法入睡的。 看过这个冷知识 是不是这首歌曲蒙上了一层更加悲伤的情绪呢 从斑马斑马你不要睡着了到斑马斑马你睡吧睡吧低沉且悲伤的诉说着一个流浪歌手无奈与绝望。斑马能够睡着 是她已经找到了可以让她安心睡下的那个人而那个人却不是我,2,删,98048,Z 其他,翻译/转载；音乐评论，不是陪伴语言；标题式开头,网易云《斑马，斑马》,https://music.163.com/#/song?id=27646199,
Asen哥中考前一周我把手机捎到学校 每晚都沉浸在你的歌中才能入睡 中考第一天的物理考试我考砸了 给了妈妈打了电话妈妈让我不要紧张但我还是睡不着 就单曲循环了这首歌 心中也平静了下来 第二天的英语考试超长发挥英语作文最后的结尾我写下了这首歌的第四句歌词 结果成绩比平时高了60分上了理想的高中,0,删,11443,H 身体 / 睡眠,翻译/转载；音乐评论，不是陪伴语言,网易云《焦虑》,https://music.163.com/#/song?id=1832633339,
早上刷到这首《告别》，前奏一响就直接戳心了。宋准的嗓音自带故事感，唱那种“不敢停歇”的无奈特别到位。看着评论区那句主创说，再配上这燃烧的封面图，氛围感直接拉满。这种歌真的适合一个人戴着耳机循环，情绪太饱满了，必须点个大大的赞。已经果断加入我的私藏歌单，强烈推荐给喜欢走心旋律的朋友,0,删,0,D 孤独 / 没人,书名号引用；引用名人/书里的话；音乐评论，不是陪伴语言,网易云《告别》,https://music.163.com/#/song?id=3333824928,
